OrderID,CustomerID,OrderDate,ItemQuantity,TotalPrice
91-332-6187,59-715-3288,2020-12-10,2,78.12
25-093-8535,68-082-3942,2022-04-02,3,125.99
59-493-4419,43-748-1342,2019-11-20,2,104.07
56-307-1423,23-541-2030,2021-08-17,1,179.70
06-887-6332,52-934-7220,2022-02-27,3,187.50
11-835-2932,00-435-7006,2019-10-25,3,352.50
01-981-5069,85-779-8174,2020-07-26,2,112.50
39-547-3173,63-906-6480,2020-12-15,1,330.00
50-185-4137,73-712-9768,2020-01-13,2,480.00
89-513-4206,70-480-2781,2022-07-18,3,315.00
53-974-4637,94-235-1902,2021-06-23,2,465.00
53-763-8296,13-641-1831,2020-06-23,1,337.50
82-589-4385,71-561-5133,2020-06-19,3,285.00
79-638-3210,92-135-9201,2021-07-05,3,147.00
93-057-9662,09-339-5822,2020-10-03,2,252.41
45-742-2253,90-275-2874,2022-10-13,1,186.93
13-555-4988,37-705-9466,2021-01-28,2,216.14
56-195-4013,96-259-0479,2022-06-21,3,152.40
55-443-2920,75-937-6004,2022-01-23,2,139.70
49-429-0115,91-321-8895,2019-11-23,1,66.86
89-997-5952,80-325-0206,2019-12-21,3,137.76
98-148-9592,90-508-0061,2021-08-05,3,199.76
89-865-3770,29-310-6052,2021-05-31,2,78.12
00-350-1396,39-459-6791,2019-11-13,1,125.99
91-121-2326,85-700-6393,2021-02-09,2,104.07
90-878-2657,03-215-3959,2020-11-29,3,179.70
67-961-1567,00-689-5519,2022-09-17,2,187.50
80-461-9387,64-198-0112,2021-10-02,1,352.50
38-478-1265,80-658-1730,2021-06-04,3,112.50
42-829-4772,35-344-7124,2022-12-04,3,330.00
84-681-6641,35-109-7817,2019-10-21,2,480.00
68-473-3919,13-027-0249,2021-06-18,1,315.00
07-634-6294,58-341-8825,2020-04-22,2,465.00
73-455-3435,57-489-1320,2022-05-05,3,337.50
17-396-0834,99-534-0752,2020-03-09,2,285.00
13-235-5773,46-708-9429,2022-04-12,1,147.00
22-501-9215,55-267-3235,2020-06-28,3,252.41
53-401-6179,30-073-5505,2021-01-07,3,186.93
06-934-9396,14-968-9727,2020-09-30,2,216.14
29-600-8355,02-063-5381,2019-11-01,1,152.40
65-966-4872,97-687-5761,2020-05-09,2,139.70
31-593-0632,90-627-6303,2022-07-07,3,66.86
89-100-6055,47-900-5071,2021-06-19,2,137.76
31-087-9491,32-475-1071,2022-10-26,1,199.76
88-367-5894,97-708-6756,2021-03-24,3,78.12
97-219-4069,32-836-5069,2021-11-24,3,125.99
33-755-4654,33-715-4955,2022-07-23,2,104.07
98-391-7796,13-989-5109,2021-06-19,1,179.70
13-469-9343,61-819-5221,2020-03-28,2,187.50
86-275-9654,14-998-1300,2020-09-30,3,352.50
30-791-3047,76-877-1926,2022-03-14,2,112.50
13-673-8989,62-870-7138,2022-03-02,1,330.00
01-855-8188,68-435-7756,2021-02-19,3,480.00
28-341-5469,06-346-0589,2021-07-25,3,315.00
31-221-4991,45-770-5550,2020-11-28,2,465.00
22-872-7952,57-734-9941,2020-08-27,1,337.50
12-346-4013,16-233-7577,2022-08-24,2,285.00
89-285-0567,33-155-2546,2022-06-11,3,147.00
65-170-4476,72-484-4060,2021-03-25,2,252.41
33-207-9048,01-882-3064,2020-07-04,1,186.93
72-099-2457,44-352-4880,2020-06-15,3,216.14
08-483-5677,29-581-4956,2021-04-29,3,152.40
79-268-0334,91-062-1559,2021-02-11,2,139.70
90-006-4375,60-056-7305,2022-08-08,1,66.86
04-904-4552,93-077-9628,2021-07-14,2,137.76
21-104-5976,27-928-3810,2022-01-08,3,199.76
31-073-7194,59-029-6148,2019-08-18,2,78.12
88-813-0409,88-633-8492,2022-06-17,1,125.99
91-163-7915,16-061-3868,2022-06-29,3,104.07
58-419-3322,76-663-5204,2021-02-20,3,179.70
35-795-9456,53-638-1872,2022-02-07,2,187.50
60-081-1759,81-155-1642,2019-07-27,1,352.50
35-907-6473,09-463-4222,2021-11-02,2,112.50
47-441-1628,46-863-0685,2022-11-07,3,330.00
58-376-5889,26-673-1238,2020-09-27,2,480.00
26-437-6628,46-036-3035,2020-07-08,1,315.00
77-827-0603,78-169-2461,2019-09-30,3,465.00
54-555-7832,73-374-8667,2020-06-04,3,337.50
30-082-2867,91-807-1653,2021-01-13,2,285.00
67-455-5976,61-361-4915,2020-05-20,1,147.00
34-970-4387,91-253-6389,2020-08-11,2,252.41
75-883-4614,26-608-5179,2020-07-04,3,186.93
71-373-6387,40-831-4524,2020-05-29,2,216.14
31-807-7846,78-925-5718,2022-11-24,1,152.40
14-376-2485,33-532-7457,2021-06-13,3,139.70
58-251-6487,37-472-2855,2021-01-23,3,66.86
60-913-9847,15-796-7574,2020-02-22,2,137.76
84-951-9107,20-514-8420,2022-01-09,1,199.76
68-012-9190,14-149-6520,2022-05-01,2,78.12
73-985-2542,68-514-7375,2020-01-01,3,125.99
34-415-8074,76-056-5131,2020-08-09,2,104.07
18-252-1922,67-683-3934,2020-11-12,1,179.70
92-795-7087,85-427-4404,2021-07-29,3,187.50
78-352-3174,97-050-8120,2019-10-03,3,352.50
13-912-7109,06-994-0572,2020-07-29,2,112.50
03-893-8767,27-609-7148,2020-04-25,1,330.00
37-082-5374,35-231-9391,2022-06-22,2,480.00
33-541-8718,38-821-9223,2021-09-11,3,315.00
22-437-6211,85-902-1541,2020-09-11,2,465.00
33-583-4747,68-632-2108,2021-05-30,1,337.50
71-485-0830,58-972-0413,2020-04-25,3,285.00
82-422-7097,60-024-5912,2021-03-21,3,147.00
72-207-0940,35-838-2312,2022-09-27,2,252.41
11-741-2205,38-921-3385,2022-04-27,1,186.93
69-218-2694,70-887-8634,2020-08-01,2,216.14
67-816-5527,72-151-8614,2022-09-23,3,152.40
29-353-4988,80-202-1241,2022-11-03,2,139.70
27-991-7078,43-930-4762,2020-06-25,1,66.86
15-260-9895,62-555-9031,2020-07-20,3,137.76
87-409-2090,61-290-1464,2022-05-24,3,199.76
07-244-2129,76-263-1020,2020-11-18,2,78.12
85-912-4773,13-838-5377,2022-04-04,1,125.99
69-817-5553,08-962-4575,2021-09-06,2,104.07
96-173-6690,54-610-9376,2021-04-01,3,179.70
60-078-2571,61-679-9578,2020-04-02,2,187.50
52-104-3482,65-854-0852,2021-10-27,1,352.50
22-697-0930,44-527-5077,2022-02-21,3,112.50
75-463-0491,45-196-5583,2020-01-10,3,330.00
45-519-3808,97-034-6516,2022-08-19,2,480.00
08-660-0159,07-795-8092,2019-07-16,1,315.00
94-211-8782,91-067-3717,2020-10-13,2,465.00
56-184-4508,00-806-0662,2020-03-12,3,337.50
49-337-9727,85-983-2290,2022-10-23,2,285.00
49-934-7149,58-629-4175,2021-01-30,1,147.00
39-201-1204,79-307-3578,2019-09-29,3,252.41
29-546-8618,87-579-7924,2020-05-18,3,186.93
95-337-7409,33-772-5377,2022-06-25,2,216.14
76-769-5168,28-146-1975,2021-09-02,1,152.40
04-546-8049,71-674-3925,2022-11-23,2,139.70
90-317-7928,42-982-8925,2020-06-04,3,66.86
67-172-7841,30-049-5208,2022-04-27,2,137.76
46-686-0158,97-474-3634,2022-07-22,1,199.76
97-004-1775,84-107-5872,2020-11-01,3,78.12
87-763-3059,28-301-5131,2021-06-21,3,125.99
41-622-4465,18-208-4971,2020-07-18,2,104.07
65-907-3127,05-230-9436,2022-08-20,1,179.70
52-348-6923,78-456-9963,2021-12-02,2,187.50
61-533-3161,34-306-8680,2022-04-05,3,352.50
24-332-5305,59-084-7992,2021-08-03,2,112.50
32-923-9697,26-229-0678,2019-09-26,1,330.00
63-555-6345,98-945-3693,2020-09-20,3,480.00
65-249-5260,63-572-7482,2019-09-05,3,315.00
00-008-3271,50-245-9029,2021-05-24,2,465.00
31-404-5047,02-565-4368,2021-09-29,1,337.50
78-040-2505,17-062-2228,2020-08-17,2,285.00
74-603-8937,28-599-7053,2022-08-19,3,147.00
98-293-6058,59-164-4769,2019-08-25,2,252.41
99-207-8914,90-805-1347,2020-10-23,1,186.93
13-698-5271,67-121-1555,2019-12-11,3,216.14
27-295-8802,01-010-4453,2021-07-26,3,152.40
90-320-2065,37-935-3233,2022-10-17,2,139.70
51-959-4742,93-638-4651,2022-05-17,1,66.86
77-904-4749,32-058-7312,2022-06-25,2,137.76
78-214-6816,26-401-4662,2020-02-24,3,199.76
19-560-5489,99-288-3999,2022-01-26,2,78.12
41-179-7445,18-878-4452,2020-10-24,1,125.99
49-368-5121,06-566-4150,2021-10-18,3,104.07
12-718-1501,44-371-9315,2020-06-05,3,179.70
99-748-0471,16-794-2589,2019-11-05,2,187.50
84-864-3249,75-496-8007,2019-12-18,1,352.50
94-106-4253,80-565-2790,2021-10-09,2,112.50
03-464-8128,66-302-7863,2021-09-30,3,330.00
46-031-2472,23-068-9989,2020-10-22,2,480.00
84-041-9180,67-529-6495,2022-08-24,1,315.00
45-780-6744,94-518-3950,2022-03-05,3,465.00
75-714-6097,51-263-4679,2019-10-03,3,337.50
76-913-8795,58-684-1818,2020-08-18,2,285.00
08-855-8354,30-273-7602,2020-09-29,1,147.00
99-860-3106,61-440-3934,2020-04-08,2,252.41
09-058-1844,15-509-1414,2022-09-21,3,186.93
77-889-7684,05-507-9751,2020-03-02,2,216.14
32-783-7159,80-343-1997,2020-12-12,1,152.40
74-339-3540,04-641-1747,2020-05-06,3,139.70
17-708-5350,98-778-3557,2021-11-08,3,66.86
03-132-2890,44-057-4911,2022-11-05,2,137.76
47-198-9429,21-735-6636,2022-06-12,1,199.76
05-982-4967,91-165-1485,2020-02-24,2,78.12
33-894-6676,94-324-2649,2020-11-25,3,125.99
33-667-2660,19-662-9886,2021-02-16,2,104.07
43-134-2893,79-230-2093,2022-11-16,1,179.70
74-346-3086,86-735-3061,2022-01-11,3,187.50
22-401-7510,95-153-0059,2022-09-18,3,352.50
97-662-2177,91-536-3437,2020-09-09,2,112.50
28-019-1318,83-279-6709,2019-09-03,1,330.00
28-960-2783,55-844-1489,2022-10-24,2,480.00
08-309-3649,90-874-3974,2021-02-26,3,315.00
04-003-4647,57-924-8318,2020-10-31,2,465.00
17-529-1692,41-401-4494,2022-06-09,1,337.50
26-281-8125,45-809-5759,2020-11-30,3,285.00
55-676-1998,59-553-0874,2022-05-27,3,147.00
66-610-1519,63-816-5027,2021-11-10,2,252.41
50-818-0337,74-822-1028,2022-12-28,1,186.93
04-911-6551,72-364-9120,2019-10-09,2,216.14
24-502-2774,65-949-4674,2021-04-30,3,152.40
32-208-6721,14-623-7622,2020-08-21,2,139.70
72-727-1317,72-045-4857,2020-03-26,1,66.86
01-715-3869,85-164-1355,2022-03-13,3,137.76
51-349-8226,67-170-9130,2021-08-14,3,199.76
52-905-6091,88-616-2949,2021-07-30,2,78.12
61-185-3517,52-456-8474,2020-06-07,1,125.99
71-409-7516,51-673-6515,2019-07-24,2,104.07
29-587-2527,51-918-5148,2020-10-12,3,179.70
92-521-6256,71-435-6306,2019-11-01,2,187.50
54-815-3308,22-129-8597,2023-01-03,1,352.50
23-898-9055,70-288-8972,2022-10-31,3,112.50
64-918-4744,32-854-1763,2019-09-16,3,330.00
10-370-7784,01-169-3967,2019-12-09,2,480.00
30-418-5129,86-857-1829,2021-01-07,1,315.00
75-421-5444,84-742-3186,2021-10-24,2,465.00
27-600-6800,64-729-1878,2022-07-23,3,337.50
81-940-9983,44-383-3466,2022-03-02,2,285.00
38-994-1709,71-703-5222,2020-07-28,1,147.00
83-217-3894,18-607-5868,2021-03-09,3,252.41
18-136-6969,09-799-7986,2020-09-05,3,186.93
09-440-5820,98-044-8929,2022-07-02,2,216.14
33-930-0109,13-473-0498,2020-03-18,1,152.40
22-561-9916,75-903-8085,2020-09-23,2,139.70
19-156-3010,88-753-2311,2019-10-01,3,66.86
51-247-0503,29-317-1692,2022-05-03,2,137.76
07-808-6932,34-874-3361,2020-10-21,1,199.76
25-912-8989,65-570-0362,2022-07-09,3,78.12
71-197-3844,08-227-7061,2022-06-21,3,125.99
38-624-7763,24-717-8311,2022-07-05,2,104.07
96-813-6384,60-022-9187,2022-10-23,1,179.70
98-920-8331,15-794-0367,2020-08-12,2,187.50
53-068-3680,89-492-9791,2020-11-08,3,352.50
70-349-8770,94-757-1930,2020-08-23,2,112.50
19-522-8580,48-588-2099,2022-06-05,1,330.00
52-152-3371,83-012-9386,2021-08-14,3,480.00
76-201-5085,69-118-4914,2020-04-18,3,315.00
50-048-3933,74-526-8799,2020-10-31,2,465.00
10-120-0016,45-612-9855,2021-10-07,1,337.50
03-297-4257,46-176-6402,2019-08-23,2,285.00
40-486-8511,79-477-1193,2021-10-10,3,147.00
04-976-7880,18-234-4252,2022-12-31,2,252.41
29-728-2837,99-380-1965,2019-07-31,1,186.93
11-769-7584,50-079-2328,2021-12-25,3,216.14
37-255-6435,77-348-8809,2020-11-30,3,152.40
71-140-6745,50-340-3351,2020-11-10,2,139.70
11-463-8439,76-937-0622,2019-07-07,1,66.86
12-306-6646,08-294-3158,2021-10-31,2,137.76
11-446-2659,83-395-8326,2022-09-02,3,199.76
11-700-3520,39-327-8322,2022-04-17,2,78.12
85-580-7392,67-611-0715,2019-07-20,1,125.99
93-409-8648,26-438-8798,2021-02-04,3,104.07
53-504-3875,36-618-6589,2021-09-16,3,179.70
11-648-9765,84-440-9751,2020-12-28,2,187.50
02-569-3156,51-678-5620,2020-06-03,1,352.50
13-189-4080,75-673-9361,2020-02-27,2,112.50
59-023-1187,63-547-7404,2020-10-27,3,330.00
18-944-2420,57-497-0939,2022-02-14,2,480.00
07-275-2696,64-337-3586,2020-06-27,1,315.00
69-562-1762,37-335-7316,2022-02-24,3,465.00
68-365-1512,04-810-9943,2020-04-04,3,337.50
92-809-9028,04-732-9888,2020-03-10,2,285.00
77-206-4888,73-312-7210,2022-03-21,1,147.00
25-771-0744,71-907-8875,2020-11-24,2,252.41
67-382-6166,31-388-0154,2019-10-09,3,186.93
10-814-8054,61-104-0525,2020-01-14,2,216.14
97-710-0241,13-617-0573,2021-04-13,1,152.40
89-306-1133,80-987-8100,2019-08-08,3,139.70
78-692-7008,60-508-6117,2021-04-17,3,66.86
25-433-9492,64-943-2705,2020-08-02,2,137.76
61-753-0334,76-207-5652,2020-04-20,1,199.76
44-087-0146,57-651-6974,2021-10-12,2,78.12
40-429-8594,18-790-4326,2019-08-15,3,125.99
18-237-6374,82-126-8371,2020-05-03,2,104.07
15-307-8168,09-488-5773,2020-10-25,1,179.70
37-103-3005,07-589-4558,2019-08-06,3,187.50
76-763-0657,42-806-9893,2022-05-06,3,352.50
66-392-1377,63-536-7273,2020-04-18,2,112.50
94-670-7121,62-857-0603,2020-08-05,1,330.00
91-242-5776,78-012-8423,2020-11-30,2,480.00
23-082-1065,63-919-4250,2022-01-20,3,315.00
71-440-8512,71-615-2472,2019-11-24,2,465.00
00-451-8857,11-253-6502,2022-11-29,1,337.50
98-115-7191,34-259-4548,2021-06-20,3,285.00
43-566-9850,39-359-4391,2019-10-01,3,147.00
06-416-0671,81-541-0260,2021-11-26,2,252.41
10-621-7662,09-732-9826,2020-06-09,1,186.93
51-062-8739,52-341-6099,2022-06-03,2,216.14
91-006-3876,77-254-9655,2022-08-09,3,152.40
81-653-6035,69-923-8256,2020-08-24,2,139.70
22-572-6325,20-317-3721,2022-03-26,1,66.86
84-707-3314,66-441-5150,2020-10-20,3,137.76
63-500-9286,28-196-8983,2021-01-02,3,199.76
96-491-1316,84-776-0112,2019-07-10,2,78.12
77-527-7922,98-090-3894,2021-09-10,1,125.99
53-494-9541,01-864-9695,2021-10-08,2,104.07
26-231-8897,75-904-5534,2022-05-12,3,179.70
60-725-6733,11-447-6901,2019-09-05,2,187.50
97-995-3154,04-162-3406,2020-03-10,1,352.50
25-339-5566,32-426-3513,2020-09-10,3,112.50
35-587-5940,67-522-8690,2019-08-27,3,330.00
53-433-8071,16-649-4523,2021-02-15,2,480.00
59-613-6838,64-444-2153,2019-09-20,1,315.00
02-699-8406,09-563-6732,2022-08-26,2,465.00
80-258-5757,49-298-2216,2020-05-28,3,337.50
15-297-7741,92-486-6132,2021-08-23,2,285.00
81-109-8738,12-123-6838,2022-11-26,1,147.00
80-784-2924,77-493-2198,2021-03-03,3,252.41
12-371-9369,61-286-3086,2020-10-02,3,186.93
87-976-0252,12-472-1799,2020-04-24,2,216.14
86-725-2449,64-810-4341,2021-01-16,1,152.40
65-451-1818,26-402-5585,2021-08-16,2,139.70
24-339-0545,58-027-4960,2022-09-12,3,66.86
62-591-7981,45-876-6548,2021-12-03,2,137.76
15-197-3569,89-460-3944,2022-04-14,1,199.76
55-619-8849,15-547-7156,2022-04-27,3,78.12
06-705-6026,77-585-5912,2021-10-12,3,125.99
08-316-6754,21-667-2874,2019-08-25,2,104.07
55-932-3347,01-905-4730,2021-04-09,1,179.70
32-049-4417,98-252-9656,2021-03-30,2,187.50
80-890-3871,06-514-5687,2019-12-06,3,352.50
44-701-3012,63-367-4362,2020-06-24,2,112.50
78-803-3890,32-514-4207,2020-10-08,1,330.00
08-940-9111,95-643-4919,2022-09-22,3,480.00
41-597-5931,22-174-9688,2022-05-29,3,315.00
85-961-5775,13-517-7084,2021-05-07,2,465.00
81-898-7131,29-300-1910,2022-11-29,1,337.50
93-083-3241,53-132-9646,2019-12-17,2,285.00
90-478-9446,82-587-1933,2019-07-03,3,147.00
34-631-7695,71-993-6020,2020-01-04,2,252.41
68-844-1159,98-558-7897,2021-05-06,1,186.93
27-774-9457,53-761-3433,2021-01-04,3,216.14
87-292-9640,57-007-8529,2022-04-09,3,152.40
